Cycle,A,B,C,D,E,F,G,H
0,1675.1691863780582,4.7373083856806275,-3.669854041734406,0.8562416384277496,8.337417787671871,-0.4212008775778333,3.2139169564143533,-2.666886381845384
1,1662.4095904547353,1.3259231238826779,6.165947069723332,8.398163813092165,4.74606751747044,8.964604505180732,-2.839907022585802,4.756374341483507
2,1649.9591516764972,-4.634489908594739,-4.576939815748935,2.397256890522006,3.5859287280146788,-1.3252862085585364,8.55390565901281,0.6380104775743733
3,1654.4223527814638,6.7804650301616345,8.824844316602666,4.869564371524119,-0.8232936831633184,1.7990597405888495,3.510549869854131,0.28917561149531235
4,1658.44678135277,6.106723646750286,-4.028120214908991,3.0943642165943928,-2.0545331569178726,-2.2333065209250753,-0.6749415137953187,7.304189457087746
5,1646.2661463588245,3.1292480863202385,4.888309106508837,-4.7310629026548074,1.8122347157288319,0.11084651981223637,7.6098487397365435,6.726745433941419
6,1652.4294025520655,4.523169364517489,8.610455532390217,2.7233242398465594,5.429275205601288,0.12658998807851063,4.240952288440486,4.069118629247457
7,1652.464412333049,-0.01112402491744735,2.168400433193905,-0.5315183705705806,-0.6129573637622601,-0.22229830319631816,6.034313991282936,5.315608073444139
8,1654.1691238066383,-2.0368022762311124,5.331876562516433,-4.8866624467877475,2.7782740593637207,-3.916283246630195,5.244703635148026,7.468906788998147
9,1661.322031161938,0.6468655219507697,-2.7649883827761017,5.683267366476791,5.025108083571837,-1.0156508684671932,0.029909463451084584,8.686668839670462
10,1657.5015107116208,-3.561547816975671,8.556382232026493,1.9980869224333295,1.4853099759728465,1.2438300838291552,9.87705556104563,2.999146227954533
11,1657.2106737071429,1.9755159871901578,1.8203376305667867,-4.098581276512158,0.9209317923095313,2.3883625664871158,4.699402489830865,2.1795527749079238
12,1659.0972211075884,-2.680915650107102,-4.125319340085876,-4.703650615951881,4.812877153178123,-2.2982333339970418,-1.4401680304953586,0.6999678786703436
13,1647.0061259448016,-0.232541752406088,5.534421244133847,8.511044439126227,-1.164134328468558,3.0697730818356135,5.3379572872748895,6.213191116436104
14,1650.902095085475,-4.440144243075713,3.0537454706259624,-3.1680386972806236,2.9031029575878247,1.7692405455617646,5.300409609027623,-4.985627198240832
15,1653.5268103379533,6.6977336575499535,-3.3353413262836975,5.212085487947572,0.7063349137677681,2.4463133556917107,-1.9622975023790419,4.045791887199975
16,1648.622506106198,2.6308110662287305,-4.394702296957136,4.234900976427827,0.12468864932774437,2.978485396884672,3.0917824468202575,-0.1363773614397159
17,1658.6979239698094,-2.182618141453344,-2.4613278034658648,-1.543991002587223,0.9032248411015935,-4.359079383393435,9.951777662289908,1.995636221759395
18,1653.438300995032,-2.8961261177519186,-2.5954054981093404,9.117042696043352,3.090860137421311,5.23195157206551,8.190368215372814,2.991772497980648
19,1658.3584830542397,0.5173384666980843,3.9391864605796805,9.209249213108379,7.248520054177526,-4.352601369941902,6.8956977714979555,3.3229230235155036
