Cycle,A,B,C,D,E,F,G,H
0,1668.7315177327844,5.999278550483446,8.574759647299123,1.8723647073308616,4.865567603068717,3.32090557645982,8.646582362050372,9.951876333614083
1,1665.5664614838506,-2.108018759521728,1.7832186588796999,-1.6417838413517112,-4.468762641559319,2.605273085463594,-3.8651036318414302,-2.063525281351421
2,1648.3184979566229,5.780923848885401,6.521378086387477,2.355053237986575,5.001045405983689,9.299875701329016,7.883501908613452,0.30827426641822964
3,1646.8455759760088,-2.426296877824101,1.3379108654577525,1.822386547729102,-0.43690511146577293,3.7814726985682636,8.178904251140008,-3.7602737567469644
4,1652.0333226032728,9.142360375645529,4.114270579730627,-3.625891944907438,-4.98924908985204,0.16582604243003374,2.040410617112216,0.7542226993537806
5,1654.5374685856214,1.3470388299640845,4.278537934829952,5.130515608966828,9.376634500712509,3.723360574743573,2.4875308316369598,-2.2107039434038587
6,1656.1830962077072,8.626722090466755,-2.9393646676879834,1.3702102812969965,5.1825204675077465,9.550568378452768,-0.8655235423265841,0.18671127967867385
7,1648.5808634871962,-0.4547372986112048,6.45543347352419,5.11332969405912,-4.50712279817091,8.291822869320386,0.039645041120305535,4.43813679710901
8,1657.4850654306665,9.15422080726518,4.655505465795924,6.244960588068329,4.430659410592787,9.88149539742574,-0.29803466957136493,-4.687108322213672
9,1646.8876812032422,9.17189912493465,-0.45598719035473145,-4.8791846385413296,8.19261150153831,1.9180247465628915,6.237461731615138,-4.962405861477082
10,1657.671873205625,1.199117621086657,8.302917815303415,1.483782531353726,7.971033064847896,-0.8886725134984976,2.7830301148011083,0.10602968194609996
11,1658.8890058256939,5.188079094225552,-2.7991431814354972,-0.7545069472611141,1.9333402272845381,5.546144647374273,3.7445730406122397,-3.3618331530959145
12,1646.5989829824584,-0.021373017754085843,6.225577459075689,-4.7858126334950155,-3.457616934406866,6.616479225899223,0.9803772600325082,-2.1080737215895566
13,1653.421530434095,0.1216688463563722,-1.2746257383163644,-0.13622588033357363,-2.0746221604084414,5.232795032364052,-2.209612263452648,1.6113021335106978
14,1657.8341917421367,8.650040727735632,9.431587908669677,1.854764049093406,6.007715107293015,0.8164892637504293,-0.08567292636945556,0.6119587742810308
15,1647.9089957470885,1.3210063152259455,-1.4600477972821473,7.8106389953661655,0.9405635369568861,4.649977317880158,-0.5607159711746954,2.738146324882445
16,1660.1237807361174,-0.6928599615959019,0.29850695250002346,3.698566709452219,6.356121040306576,-0.17757961548648016,-4.624984419326818,4.975869804745724
17,1659.7232529297885,3.7958437606070614,8.053393252292269,4.704358826683711,9.011047225414258,-0.8011827234895472,8.913039181662832,9.716098684519952
