Cycle,A,B,C,D,E,F,G,H
0,9961.63309732013,51.42068650571402,5.379389467276015,0.17668166247964212,0.6415206851956077,2.3974770943992336,9.374805289341515,5.954009592579482
1,9952.84077816404,58.843247441331926,-1.5981108947464548,4.273315260295758,0.14602187696755867,4.243857611952644,0.4866692495125293,5.646308827655684
2,9848.787634058204,47.81386390622883,3.0083464039571193,2.8530929637662323,1.0009163608409317,1.3867674549518416,3.059957398088032,5.836272142804959
3,9855.748716121792,40.3645180134612,8.662266489208541,1.530108715267936,5.250483451661606,3.2655525566995904,7.812481634712619,9.030035264840272
4,9847.977191109423,47.41570076612244,14.714805073644593,1.7110234515162845,-4.8683738560425285,5.061631510920297,4.664175762762215,8.133447325098663
5,9844.682378018142,44.35980070864811,19.242952952504126,9.968246931646597,-2.2825882759766865,1.2133059699096223,5.1607235920697505,4.970418563325937
6,9847.638379281174,49.42482294918187,21.381596667193502,2.869904144262641,4.168789037084908,3.7920663705734725,8.730298229940587,8.807808276341163
7,9844.985873860847,40.624487781386414,17.864894821258225,-2.117021288909041,7.368104116830846,7.20509798696395,-4.295955269851698,3.3638626457502556
8,9839.230809493283,47.599047988887605,14.933612162182053,-1.0158244425975202,-4.519256584415267,5.351592730516995,3.87732936019313,3.606175407297829
9,9833.906625912328,52.677285093764766,22.2093970372824,7.7441423222964545,9.520249420310966,3.419851775565667,9.07697430477377,-1.714285616359784
10,9842.204622546053,48.710371920180094,25.521542511061043,-0.1388849185625059,-1.1408348350159734,-2.634477161430482,9.54208764854486,1.1239036310674893
11,9838.895886958115,53.52356535638908,25.22723128064672,-0.513662721054573,3.570372828165688,-4.286838686323486,-3.0198182872185018,7.68902571333435
12,9833.616023430734,46.89649705184556,24.94431006493619,9.785271468392311,7.121146326750082,-3.046117176970669,-0.19401472868363223,9.120766137124338
13,9837.339347484185,48.0702496418854,34.850902250359695,7.856136385369987,-0.3199235583922242,2.189238934224704,7.805623436168104,5.6162446242078525
14,9838.611973902176,53.96365941460207,28.558238358491295,-1.855194877070419,6.978609240065321,-0.5726749643891441,4.091545179632263,1.998615115813371
15,9834.238911803975,51.14599498629938,36.45886873886542,8.856780463271498,-3.9507587271279316,9.834187596714399,4.918888209089033,1.2510490806977095
16,9821.862122675206,51.0214169640904,39.491911817878425,-1.5742604325208318,2.142987647569052,5.530252340708245,-0.42092004040506137,8.041034179041617
17,9822.422361948793,42.06489286893786,32.22470594945395,0.29165478861734184,0.5575602469977713,8.261266455635367,8.435497907354662,0.572120479670124
18,9829.964242110862,49.59200998548078,33.622286991608995,-2.0855929678487897,-2.0311526446411072,1.6269377945258103,7.328830220250403,8.061777672406967
19,9822.22327589407,41.52316163301336,43.9414828135093,-4.103576003919287,2.8808265759439378,7.703621630521363,-0.13816253557695268,-3.0330730733973796
20,9820.128144212913,45.683504227319474,38.135617013535075,-3.155513707288823,5.8142089866929885,-2.569341604183272,7.892640860500297,8.556381267668996
21,9817.602231420036,51.291635227327895,43.72038466381488,-0.04662519262794318,2.099184247417931,-3.191524817415105,-1.1200077723751576,-4.4506313997379054
22,9811.029711722062,48.29218415752195,53.1664370712464,8.62025818098729,4.5516632788157585,3.384886096594174,-2.5092006778251874,9.961125894478117
23,9812.636452298568,47.7571571552185,48.05989586358985,6.784329640409389,7.454549433226453,7.188489111581457,6.558137748164187,6.395570947975909
24,9818.256533059059,50.559437693395324,54.96727845472688,-0.18047436308351616,3.314523483583588,1.280721476903669,10.778503843343874,2.0247860497780192
25,9816.209502137835,49.51614189846299,47.226889319826924,7.7851685823545935,8.487116843396997,6.476133334351899,-2.977972203242028,6.467807436989375
26,9805.918733788212,48.68874271431743,54.14669734682344,-3.805399679795297,-3.5117496942981816,3.5247826280408923,-1.3680911618608893,-2.5363865921634123
27,9807.123611750443,44.070449318603025,59.30056237837728,7.327936099571675,-3.935827999925925,3.517767334429932,10.361746532956666,8.777372357175912
28,9805.260463276883,43.94194863830429,54.60702165924619,1.8862534048858193,9.415130896466902,-2.1527963091137448,10.858535163230364,6.94847652902169
29,9799.970586007108,49.85215097763158,54.233709738422824,6.259387838667109,-2.174630748198874,5.633158008978426,0.025181794776080846,8.335869120739245
30,9801.172031733337,46.51939693271896,66.84249573535024,10.346856350947922,1.667965593240446,-2.0518359220713243,-0.6155118307672973,-0.29479294397389155
31,9799.50837573843,44.04507576863926,68.40710407564634,-1.318787335713227,2.8389253412076636,-1.443692214893019,4.479351317563355,0.6094543055417936
32,9793.377914802593,55.27677990237637,65.26064428040776,5.005910989351265,5.326529644896757,-0.2268663267576917,7.797928382759981,2.141007113177675
33,9796.544752594937,48.70890181014059,71.0782061794834,-1.2525692077787782,8.653617403126548,-0.8508462921427131,5.261813074493172,8.027490156272597
34,9789.791837894545,55.81507374482079,73.93922386605648,2.3204519209622303,-0.320906661569923,3.75104821733045,5.170924205517275,9.874429527948603
35,9796.136827616252,42.99745429060074,65.79215702176595,8.26162026632319,-1.8171933866874943,5.806036444722059,6.836233429518113,1.8209330238707602
36,9794.027920860697,41.207319582604704,66.65137624334433,-1.3119277394698028,3.318159521724147,-0.6578279434444225,11.248721555657209,3.377319405188823
37,9794.423936637046,43.454001589828685,68.21313787149042,9.775696229436846,-4.389296551238467,-2.353663768432182,-0.4396295856163128,8.54450515837599
38,9792.17108488614,52.973749058145586,72.6412927982713,8.423662767096287,7.63115703257095,6.0785502673470955,5.462829614181082,7.451154905248598
39,9783.429995868453,42.94753312631458,83.80733732288999,1.1518681063012892,-3.68135217090625,8.472299345760007,-0.727079231708494,6.2999957573730025
40,9777.727804097376,50.16481556509759,81.26801152105944,8.254609048501047,-2.0190741336702964,1.9438036400097736,8.50900801935382,1.0977409488236285
41,9782.69471776513,42.62182695276736,76.5026321705785,11.227436536779248,-0.3144999054859514,-4.352482396228157,2.654120903735071,1.352797554349753
42,9783.814979363424,48.27807391469481,85.11119516789176,5.41977075862447,-3.5415029991642366,7.012184269027227,-1.5172658490400588,9.540871477684899
43,9778.387691822796,49.911431273186516,85.19588522581954,8.798893167112148,-4.486636506403091,0.26107720081926455,0.4467986964903137,-3.3514733968943764
44,9771.593390008189,44.870254672663826,81.33487833192761,2.899941669776531,3.68819154730207,6.966214741696983,3.855620081996137,3.418500916283144
45,9768.867673233372,56.104759821086994,83.79729726179096,10.972059196544825,6.377103024567382,6.355101719434685,5.978387184447367,1.182762967968255
46,9780.306214929378,45.78266637144651,89.13463892721511,10.354050117560657,-2.633487360513351,8.009247719699497,5.571234971280477,9.774492445731871
47,9778.50875609657,50.803174452596004,98.60014117074337,4.0649542310610975,5.8353622270788446,6.996515523576401,11.594375340590082,-3.810123271193534
48,9771.9220268628,43.60593973881258,99.70171456136508,11.69380849363673,1.8452024891290384,-3.5022455524193536,9.507027527423292,10.655998190972996
49,9771.737005896235,46.83626710952102,93.756708578923,-2.7980071031544904,8.529904001269488,-1.7190157708434435,9.815435080960402,1.3297455471963742
50,9768.043768930476,50.648683545413085,92.44507482279982,7.218457362069,1.8799266092082738,2.380335731587401,6.436909699351605,0.301348512616731
51,9770.894184832208,53.78169144547253,95.33131307922784,-0.12079349837952824,-1.780471263050086,5.557210119348358,0.22247911941474285,0.665924552002578
52,9755.99062037281,43.56247341136333,96.79962110589042,8.689344401088066,8.852971717167627,6.82874831159044,4.768314182733567,5.957242115938766
53,9662.570596279982,42.76140750009672,89.55871281003233,11.687667320579372,0.3351803888199782,3.825654160069106,14.488982080157575,2.148122341206502
54,9665.294435257401,39.91755036199527,90.86365003170089,-2.5008942196600694,0.9337274741974224,3.639289634063955,1.947295151989624,2.360044189092571
55,9656.098080580492,42.933478014773435,105.24369398115546,9.16383950617693,8.809214835214416,8.142249854502897,9.275439404569685,-2.5401127817369256
56,9656.14263581766,38.087021387082686,92.41118346762558,-0.5137626336083434,1.036855152283336,2.414456520773847,2.387091276107539,10.998222833175015
57,9654.899344025729,42.576067680972365,105.88120430535861,8.1478751331454,-3.8393607429095145,0.3192689531782814,1.5022700442813952,6.91592990498927
58,9660.639382241518,40.61439788605998,106.30217371770644,-0.7731709254215176,-0.31216203503801265,5.372196912354144,6.773314747507803,1.786514047484789
59,9661.324576127368,46.43819279806745,102.65899940857632,2.450889150551374,4.3199251814339785,5.941676827267892,9.32328498215848,10.120298338362144
60,9657.93996451076,46.964083014231605,102.18192562011522,4.868636780921675,-1.7476326134774849,1.9547388568774058,4.31153809373839,-0.7240672607205323
61,9651.593141281914,39.02323405629931,112.36300449496594,-0.42798080622642454,1.1899038137691957,-2.1677546080869354,10.239535533601885,-3.3597975997834357
62,9650.50043502669,40.19702665791371,106.79913054904782,-1.0764210903545437,4.2204479626590015,7.947017092579499,5.073479972731781,-0.23505285189691683
63,9647.734472200245,50.30020358249255,115.96143446298554,1.6265230414478702,9.68349621079731,6.858310421782512,6.227910243288931,8.930655668636167
64,9653.688018195979,47.26526411290726,115.31531770292476,6.092162904298178,0.7086152766706094,8.869290003426247,7.24383291035225,-2.4577791982919845
65,9640.250153937342,46.689832443054264,120.52623767319889,9.895858842209641,5.4198453517117455,0.9280913041396052,13.819192654929475,-1.4761952381160783
66,9646.399887412404,44.91867034959197,114.7877238712042,7.705636932499624,-0.14692886161988544,9.771676240168551,15.20735436047061,-2.193651029454433
